iter	Passed	Remaining
893	72799	578650
894	72868	578471
895	72946	578361
896	73021	578228
897	73095	578091
898	73172	577969
899	73245	577822
900	73328	577754
901	73399	577595
902	73487	577567
903	73564	577450
904	73641	577331
905	73707	577130
906	73785	577021
907	73865	576932
908	73926	576693
909	74007	576608
910	74086	576506
911	74167	576422
912	74243	576304
913	74318	576168
914	74385	575980
915	74456	575815
916	74531	575689
917	74623	575687
918	74701	575587
919	74789	575556
920	74865	575429
921	74941	575310
922	75034	575320
923	75106	575168
924	75192	575120
925	75273	575037
926	75350	574926
927	75431	574839
928	75509	574734
929	75580	574576
930	75655	574446
931	75739	574386
932	75820	574301
933	75902	574225
934	75976	574089
935	76064	574056
936	76143	573959
937	76229	573912
938	76306	573802
939	76387	573718
940	76466	573617
941	76555	573595
942	76633	573488
943	76714	573405
944	76802	573378
945	76878	573256
946	76961	573191
947	77029	573007
948	77120	572995
949	77186	572805
950	77270	572744
951	77340	572578
952	77420	572491
953	77497	572376
954	77579	572300
955	77648	572130
956	77717	571958
957	77803	571912
958	77881	571809
959	77955	571673
960	78040	571619
961	78118	571515
962	78198	571422
963	78278	571332
964	78351	571197
965	78442	571183
966	78517	571058
967	78583	570869
968	78656	570729
969	78725	570559
970	78794	570389
971	78872	570284
972	78951	570187
973	79036	570134
974	79109	569994
975	79179	569833
976	79268	569810
977	79352	569744
978	79439	569707
979	79519	569621
980	79595	569501
981	79681	569457
982	79762	569369
983	79843	569291
984	79928	569238
985	80003	569111
986	80087	569051
987	80168	568970
988	80242	568840
989	80331	568812
990	80405	568680
991	80494	568653
992	80581	568612
993	80647	568424
994	80722	568305
995	80801	568208
996	80876	568081
997	80942	567893
998	81023	567810
999	81096	567672
1000	81177	567592
1001	81263	567545
1002	81329	567363
1003	81406	567252
1004	81494	567218
1005	81575	567136
1006	81662	567093
1007	81739	566989
1008	81818	566892
1009	81898	566803
1010	81982	566742
1011	82058	566627
1012	82131	566491
1013	82211	566402
1014	82296	566345
1015	82376	566256
1016	82456	566169
1017	82529	566030
1018	82625	566055
1019	82702	565945
1020	82778	565826
1021	82852	565700
1022	82930	565598
1023	83009	565499
1024	83094	565447
1025	83177	565379
1026	83248	565232
1027	83326	565127
1028	83415	565099
1029	83493	565001
1030	83576	564933
1031	83646	564772
1032	83727	564696
1033	83801	564565
1034	83883	564492
1035	83966	564423
1036	84039	564285
1037	84112	564150
1038	84194	564080
1039	84289	564094
1040	84365	563974
1041	84447	563903
1042	84517	563748
1043	84607	563724
1044	84691	563661
1045	84759	563499
1046	84843	563433
1047	84916	563301
1048	85005	563270
1049	85079	563147
1050	85152	563013
1051	85243	562998
1052	85326	562927
1053	85408	562853
1054	85486	562754
1055	85565	562657
1056	85643	562553
1057	85714	562411
1058	85791	562300
1059	85868	562195
1060	85953	562138
1061	86036	562071
1062	86130	562073
1063	86217	562033
1064	86284	561863
1065	86364	561771
1066	86453	561745
1067	86524	561599
1068	86607	561531
1069	86677	561379
1070	86767	561353
1071	86844	561251
1072	86919	561130
1073	87013	561134
1074	87088	561013
1075	87174	560961
1076	87250	560850
1077	87331	560768
1078	87413	560693
1079	87493	560608
1080	87574	560527
1081	87646	560386
1082	87738	560379
1083	87812	560249
1084	87888	560136
1085	87973	560082
1086	88064	560065
1087	88145	559983
1088	88234	559953
1089	88319	559895
1090	88401	559822
1091	88481	559733
1092	88561	559644
1093	88651	559621
1094	88727	559510
1095	88804	559402
1096	88877	559273
1097	88962	559214
1098	89040	559114
1099	89120	559031
1100	89201	558949
1101	89286	558893
1102	89375	558857
1103	89455	558771
1104	89531	558658
1105	89618	558616
1106	89691	558484
1107	89780	558457
1108	89851	558310
