iter	Logloss
1512	0.2430133746
1513	0.243006889
1514	0.2429987686
1515	0.242991053
1516	0.242981996
1517	0.2429727868
1518	0.2429613626
1519	0.2429516544
1520	0.2429417701
1521	0.2429319492
1522	0.242924846
1523	0.242915074
1524	0.2429087988
1525	0.2429013025
1526	0.2428944312
1527	0.2428886181
1528	0.2428851448
1529	0.2428765587
1530	0.242868252
1531	0.2428539
1532	0.2428501828
1533	0.2428426758
1534	0.242833573
1535	0.2428277015
1536	0.2428210426
1537	0.2428157298
1538	0.2428107061
1539	0.2428078303
1540	0.2428003796
1541	0.2427844186
1542	0.242775945
1543	0.2427680681
1544	0.2427651192
1545	0.242757643
1546	0.2427532934
1547	0.2427463678
1548	0.2427378853
1549	0.2427271445
1550	0.2427198766
1551	0.2427125986
1552	0.2427005978
1553	0.2426875281
1554	0.2426760645
1555	0.2426691935
1556	0.2426595717
1557	0.2426527851
1558	0.2426435571
1559	0.2426372618
1560	0.2426287685
1561	0.2426197147
1562	0.2426052046
1563	0.242595048
1564	0.2425826472
1565	0.2425745395
1566	0.2425678434
1567	0.2425570474
1568	0.2425495567
1569	0.242536649
1570	0.2425294877
1571	0.2425227359
1572	0.2425175733
1573	0.2425040598
1574	0.242496349
1575	0.2424887302
1576	0.2424784196
1577	0.2424735054
1578	0.2424600894
1579	0.2424512223
1580	0.242442123
1581	0.2424344538
1582	0.2424185164
1583	0.2424113815
1584	0.2424021583
1585	0.242395232
1586	0.2423880665
1587	0.2423801078
1588	0.2423738013
1589	0.2423622031
1590	0.24235635
1591	0.2423498146
1592	0.2423407964
1593	0.2423320566
1594	0.2423182444
1595	0.2423122885
1596	0.2423037145
1597	0.2422912097
1598	0.2422792
1599	0.2422720111
1600	0.2422630382
1601	0.2422560137
1602	0.2422446447
1603	0.242232472
1604	0.2422227418
1605	0.2422156475
1606	0.2422103767
1607	0.2422054663
1608	0.2421981225
1609	0.2421948965
1610	0.242188574
1611	0.2421734084
1612	0.2421678354
1613	0.2421572044
1614	0.2421486342
1615	0.2421407101
1616	0.2421353994
1617	0.2421300086
1618	0.2421197944
1619	0.2421039719
1620	0.2420935514
1621	0.2420865572
1622	0.2420739293
1623	0.242065433
1624	0.2420568691
1625	0.2420426357
1626	0.2420353428
1627	0.2420271024
1628	0.2420222198
1629	0.2420119979
1630	0.2420001626
1631	0.2419883038
1632	0.2419734583
1633	0.2419633436
1634	0.2419566626
1635	0.2419512761
1636	0.2419455224
1637	0.2419315359
1638	0.2419218234
1639	0.2419136012
1640	0.2419077432
1641	0.2419007422
1642	0.2418920044
1643	0.2418856994
1644	0.2418762647
1645	0.2418678436
1646	0.2418607823
1647	0.2418533619
1648	0.2418423419
1649	0.2418315805
1650	0.2418268517
1651	0.2418219167
1652	0.2418141132
1653	0.2418067128
1654	0.2418008056
1655	0.2417922759
1656	0.2417857482
1657	0.2417752943
1658	0.2417693417
1659	0.2417619104
1660	0.2417517319
1661	0.2417427
1662	0.2417361578
1663	0.2417291551
1664	0.2417223303
1665	0.2417166559
1666	0.2417078884
1667	0.2416997747
1668	0.2416941271
1669	0.2416929118
1670	0.2416813568
1671	0.2416751192
1672	0.2416633447
1673	0.2416600788
1674	0.2416539302
1675	0.2416467423
1676	0.2416400273
1677	0.2416313859
1678	0.2416238873
1679	0.2416160356
1680	0.2416118001
1681	0.2416032683
1682	0.2415958599
1683	0.2415885241
1684	0.2415819824
1685	0.241571834
1686	0.2415645333
1687	0.2415540819
1688	0.2415328687
1689	0.2415223217
1690	0.2415121798
1691	0.241500857
1692	0.2414989337
1693	0.2414925865
1694	0.2414867996
1695	0.2414804752
1696	0.2414702738
1697	0.2414640077
1698	0.2414573055
1699	0.241450668
1700	0.2414421895
1701	0.2414372317
1702	0.2414242662
1703	0.2414192378
1704	0.2414076446
1705	0.2413952379
1706	0.241390121
1707	0.2413851013
1708	0.2413738784
1709	0.2413647833
1710	0.2413532855
1711	0.2413497258
1712	0.2413413402
1713	0.2413315049
1714	0.2413223793
1715	0.2413140214
1716	0.2413079726
1717	0.241298344
1718	0.2412914028
1719	0.2412855787
1720	0.2412767774
1721	0.2412670007
1722	0.2412565825
1723	0.2412495601
1724	0.2412387305
1725	0.2412331386
1726	0.241225908
1727	0.241214141
1728	0.2412070875
1729	0.241198937
1730	0.2411848719
1731	0.241179822
1732	0.2411714852
1733	0.2411649129
1734	0.241155245
1735	0.2411472778
1736	0.241140485
1737	0.241136565
1738	0.2411299505
1739	0.2411235453
1740	0.2411132305
1741	0.2411049856
1742	0.2410969135
1743	0.2410939165
1744	0.2410861709
1745	0.2410804841
1746	0.2410707127
1747	0.24105795
1748	0.2410521608
1749	0.2410482048
1750	0.2410373828
1751	0.24102908
1752	0.2410168166
1753	0.24100964
1754	0.2410057133
1755	0.2409950601
1756	0.2409864536
1757	0.2409807062
1758	0.2409721072
1759	0.2409600491
1760	0.2409487445
1761	0.240937993
1762	0.240931683
1763	0.2409208147
1764	0.2409135888
1765	0.2409009861
1766	0.2408923933
1767	0.2408870565
1768	0.2408807194
1769	0.2408722992
1770	0.2408631659
1771	0.240858409
1772	0.2408522732
1773	0.2408488783
1774	0.2408434922
1775	0.2408311513
1776	0.2408204188
1777	0.2408116062
1778	0.2408026492
1779	0.2407947164
1780	0.2407847327
1781	0.2407729989
1782	0.2407676094
1783	0.2407592275
1784	0.2407530851
1785	0.2407477201
1786	0.2407387268
1787	0.2407319783
1788	0.2407265284
1789	0.2407192635
1790	0.2407103422
1791	0.2406989942
1792	0.2406930226
1793	0.2406834744
1794	0.2406740264
1795	0.2406672507
1796	0.2406579873
1797	0.2406520395
1798	0.2406451313
1799	0.2406388839
1800	0.2406286499
1801	0.2406231256
1802	0.2406152318
1803	0.2406127853
1804	0.240602385
1805	0.240595432
1806	0.2405837758
1807	0.2405793884
1808	0.2405731343
1809	0.2405656939
1810	0.2405552556
1811	0.2405480008
1812	0.2405380841
1813	0.2405270182
1814	0.240517077
1815	0.2405068806
1816	0.2404979146
1817	0.2404876625
1818	0.2404785452
1819	0.2404669504
1820	0.2404645081
1821	0.2404541639
1822	0.2404439179
1823	0.2404319578
1824	0.2404221549
1825	0.2404134363
1826	0.2404043764
1827	0.2403952456
1828	0.2403890847
1829	0.2403830796
1830	0.2403758286
1831	0.2403690136
1832	0.2403616236
1833	0.2403544178
1834	0.2403359576
1835	0.2403293278
1836	0.2403184805
1837	0.2403126209
1838	0.2403034229
1839	0.240295841
1840	0.2402915303
1841	0.2402837528
1842	0.2402738947
1843	0.240263286
1844	0.240257784
1845	0.2402439629
1846	0.2402350304
1847	0.2402305137
1848	0.2402188021
1849	0.2402119938
1850	0.2402004665
1851	0.2401860822
1852	0.2401774061
1853	0.2401709111
1854	0.2401610926
1855	0.2401561453
1856	0.2401442571
1857	0.2401382294
1858	0.2401293851
1859	0.2401239181
1860	0.2401159276
1861	0.240109852
1862	0.2401030672
1863	0.240096384
1864	0.2400867492
1865	0.2400809813
1866	0.2400758297
1867	0.240069823
1868	0.2400612443
1869	0.2400526985
1870	0.2400455818
1871	0.2400409916
1872	0.2400317631
1873	0.2400251601
1874	0.2400145836
1875	0.240008109
1876	0.2400015652
1877	0.2399924547
1878	0.2399829682
1879	0.2399782147
1880	0.2399716872
1881	0.239965866
1882	0.2399555633
1883	0.2399501325
1884	0.2399442486
1885	0.2399342591
1886	0.2399234578
1887	0.2399169182
1888	0.239898678
1889	0.2398924376
1890	0.23988219
1891	0.2398761848
1892	0.239869553
1893	0.2398602025
1894	0.2398508941
1895	0.2398423145
1896	0.2398350835
1897	0.2398290631
1898	0.2398216667
1899	0.2398144655
1900	0.2398082194
1901	0.239803076
1902	0.2397949373
1903	0.2397882811
1904	0.2397832276
1905	0.2397774882
1906	0.2397723106
1907	0.2397673064
1908	0.2397540483
1909	0.2397478775
1910	0.239742453
1911	0.2397312159
1912	0.2397230253
1913	0.2397178262
1914	0.239705984
1915	0.2396978197
1916	0.2396863225
1917	0.2396749683
1918	0.2396684964
1919	0.2396625815
1920	0.2396575207
1921	0.23965408
1922	0.2396462808
1923	0.2396428367
1924	0.2396331188
1925	0.2396237354
1926	0.2396152858
1927	0.2396071045
1928	0.2396047772
1929	0.2395981317
1930	0.2395881409
1931	0.239582639
1932	0.2395771425
1933	0.23957101
1934	0.2395578921
1935	0.2395469468
1936	0.2395419131
1937	0.239534975
1938	0.2395318702
1939	0.2395266289
1940	0.2395192183
1941	0.2395166016
1942	0.2395123107
1943	0.2395066879
1944	0.2395032925
1945	0.2394985329
1946	0.2394891046
1947	0.2394813605
1948	0.2394723045
1949	0.2394634726
1950	0.239459695
1951	0.2394527305
1952	0.2394489984
1953	0.2394394356
1954	0.2394337282
1955	0.2394240873
1956	0.2394157342
1957	0.2394091284
1958	0.2393993052
1959	0.2393921566
1960	0.2393789836
1961	0.2393742389
1962	0.2393687995
1963	0.2393627846
1964	0.2393579033
1965	0.2393503673
1966	0.2393419258
1967	0.2393335419
1968	0.23932796
1969	0.2393195108
1970	0.2393138444
1971	0.239304747
1972	0.2393006785
1973	0.2392927126
1974	0.2392857928
1975	0.2392757174
1976	0.2392647422
1977	0.2392613233
1978	0.2392537358
1979	0.2392405387
1980	0.2392334725
1981	0.2392209177
1982	0.2392139968
1983	0.2392107589
1984	0.2392025571
1985	0.2391932497
1986	0.2391886675
1987	0.2391826997
1988	0.2391732831
1989	0.2391645527
1990	0.239157721
1991	0.2391508687
1992	0.2391418454
1993	0.239132562
1994	0.239126056
1995	0.2391193489
1996	0.2391128974
1997	0.2391082498
1998	0.2391016576
1999	0.2390963573
2000	0.2390879234
2001	0.2390789897
2002	0.2390737901
2003	0.2390667031
2004	0.2390603988
2005	0.2390588084
2006	0.2390502055
2007	0.2390421717
2008	0.2390365603
2009	0.2390314058
2010	0.2390251233
2011	0.2390190336
2012	0.2390100893
2013	0.2390021007
2014	0.2389948696
2015	0.2389913119
2016	0.2389807669
2017	0.2389763714
2018	0.2389705978
2019	0.2389611451
2020	0.238953467
2021	0.2389460976
2022	0.2389387211
2023	0.2389338428
2024	0.2389264397
2025	0.2389233142
2026	0.2389159185
2027	0.2389077212
2028	0.2389007662
2029	0.2388935234
2030	0.2388829445
2031	0.2388751763
2032	0.2388674038
2033	0.2388614931
2034	0.2388524115
2035	0.238845838
2036	0.2388397128
2037	0.2388336431
2038	0.2388212296
2039	0.2388155296
2040	0.2388063614
2041	0.2387962143
2042	0.2387907347
2043	0.2387830725
2044	0.2387747795
2045	0.2387685045
2046	0.238758124
2047	0.238754654
2048	0.2387460038
2049	0.2387438075
2050	0.238736935
2051	0.2387297216
2052	0.2387218872
2053	0.2387196846
2054	0.2387140799
2055	0.2387059915
2056	0.2387011041
2057	0.2386910082
2058	0.2386803992
2059	0.2386680148
2060	0.2386610373
2061	0.2386490907
2062	0.2386412488
2063	0.2386373867
2064	0.2386254739
2065	0.2386169283
2066	0.2386089679
2067	0.2386028502
2068	0.2385927363
2069	0.2385875668
2070	0.2385785765
2071	0.2385700916
2072	0.2385648412
2073	0.2385563968
2074	0.2385541448
2075	0.2385450984
2076	0.2385376908
2077	0.2385290918
2078	0.2385239002
2079	0.2385184425
2080	0.2385126567
2081	0.2385058566
2082	0.2385022019
2083	0.2384981527
2084	0.2384893423
2085	0.2384796252
2086	0.2384715466
2087	0.2384659933
2088	0.2384591671
2089	0.2384520885
2090	0.2384456446
2091	0.2384394206
2092	0.2384318957
2093	0.238425357
2094	0.2384129171
2095	0.2384058281
2096	0.2383973733
2097	0.238391459
2098	0.2383827905
2099	0.2383768874
2100	0.2383668244
2101	0.2383628565
2102	0.2383536178
2103	0.2383513145
2104	0.2383426915
2105	0.2383345337
2106	0.2383282996
2107	0.2383214322
2108	0.2383160074
2109	0.2383098137
2110	0.2383009444
2111	0.238293025
2112	0.2382863337
2113	0.2382794669
2114	0.2382718509
2115	0.2382606759
2116	0.2382571991
2117	0.2382536378
2118	0.2382449774
2119	0.2382373713
2120	0.238230908
2121	0.2382282528
2122	0.2382187416
2123	0.2382134106
2124	0.238207467
2125	0.238202659
2126	0.238194299
2127	0.2381857828
2128	0.2381761628
2129	0.2381734445
2130	0.2381666559
2131	0.2381608211
2132	0.2381565377
2133	0.2381502267
2134	0.2381428095
2135	0.238134354
2136	0.238129972
2137	0.2381195761
2138	0.2381158032
2139	0.2381106352
2140	0.2381019647
2141	0.2380947055
2142	0.2380859704
2143	0.2380769964
2144	0.2380706892
2145	0.2380642495
2146	0.2380546222
2147	0.2380461679
2148	0.2380408182
2149	0.2380348613
2150	0.2380253471
2151	0.2380158766
2152	0.2380065386
2153	0.2379981855
2154	0.2379885146
2155	0.237981864
2156	0.2379757014
2157	0.2379627005
2158	0.2379563036
2159	0.2379474324
2160	0.2379393098
2161	0.2379342196
2162	0.2379302742
2163	0.2379216729
2164	0.2379135762
2165	0.2379103864
2166	0.2379026916
2167	0.2378940785
2168	0.2378850875
2169	0.2378766212
2170	0.2378680468
2171	0.2378601087
2172	0.2378507127
2173	0.2378453813
2174	0.2378371382
2175	0.2378289922
2176	0.2378215411
2177	0.2378106258
2178	0.2378040832
2179	0.2377973385
2180	0.2377930641
2181	0.2377835795
2182	0.2377798074
2183	0.2377715694
2184	0.2377660758
2185	0.237760261
2186	0.2377537321
2187	0.2377488947
2188	0.2377416541
2189	0.2377355568
2190	0.237722458
2191	0.2377105061
2192	0.2377010158
2193	0.2376936147
2194	0.2376861473
2195	0.2376792773
2196	0.2376696094
2197	0.2376636108
2198	0.2376586657
2199	0.2376502353
2200	0.2376454155
2201	0.2376381722
2202	0.2376305506
2203	0.2376234617
2204	0.2376172329
2205	0.2376120954
2206	0.2376037837
2207	0.2375993563
2208	0.2375942961
2209	0.2375883223
2210	0.2375829883
2211	0.2375790555
2212	0.2375746533
2213	0.2375672109
2214	0.2375606644
2215	0.2375562055
2216	0.2375435416
2217	0.2375409233
2218	0.237534451
2219	0.2375277148
2220	0.2375220054
2221	0.2375162886
2222	0.2375083669
2223	0.237503039
2224	0.237496647
2225	0.2374911416
2226	0.2374837418
2227	0.2374789869
2228	0.23747512
2229	0.2374670181
2230	0.2374593549
2231	0.2374545
2232	0.2374487716
2233	0.2374417616
2234	0.2374356246
2235	0.237428716
2236	0.2374235606
2237	0.2374192957
2238	0.2374159048
2239	0.237412836
2240	0.2374052282
2241	0.2373990459
2242	0.2373920434
2243	0.2373845977
2244	0.2373743033
2245	0.237365898
2246	0.2373588981
2247	0.2373516951
2248	0.2373459887
2249	0.2373371354
2250	0.2373295756
2251	0.2373206513
2252	0.2373118718
2253	0.2373060318
2254	0.2372949727
2255	0.2372862156
2256	0.2372801011
2257	0.2372727391
2258	0.2372632671
2259	0.2372588149
2260	0.2372539642
2261	0.2372507457
2262	0.2372381178
2263	0.2372317663
2264	0.2372251759
2265	0.2372226458
2266	0.2372107331
2267	0.2372038353
2268	0.2372001789
2269	0.2371917368
2270	0.2371877159
2271	0.2371811006
2272	0.2371775547
2273	0.2371704063
2274	0.237161715
2275	0.2371543447
2276	0.2371466316
2277	0.2371369551
2278	0.2371324823
2279	0.2371291615
2280	0.2371229237
2281	0.2371176825
2282	0.2371096275
2283	0.2371028221
2284	0.237097656
2285	0.237090289
2286	0.2370831421
2287	0.2370803052
2288	0.2370725689
2289	0.2370674174
2290	0.2370590063
2291	0.2370552683
2292	0.2370513682
2293	0.2370392557
2294	0.2370344418
2295	0.2370308228
2296	0.2370231208
2297	0.2370158376
2298	0.2370115161
2299	0.2370044588
2300	0.2369919769
2301	0.2369853333
2302	0.2369796334
2303	0.2369726027
2304	0.2369654476
2305	0.2369582837
2306	0.236950015
2307	0.2369430197
2308	0.2369361085
2309	0.2369275546
2310	0.2369215755
2311	0.2369135905
2312	0.236899352
2313	0.2368911755
2314	0.2368812024
2315	0.2368753114
2316	0.2368651876
2317	0.2368597471
2318	0.2368446225
2319	0.2368421632
2320	0.2368293993
2321	0.2368232698
2322	0.2368142033
2323	0.236808253
2324	0.236805523
2325	0.236801925
2326	0.2367943155
2327	0.2367904736
2328	0.2367865222
2329	0.2367792023
2330	0.2367740032
2331	0.2367648321
2332	0.236757445
2333	0.2367509931
2334	0.2367429566
2335	0.2367386122
2336	0.2367310337
2337	0.2367258359
2338	0.236717004
2339	0.236712097
2340	0.2367091186
2341	0.2367033645
2342	0.2366971822
2343	0.2366957841
2344	0.2366886168
2345	0.2366854799
2346	0.2366808869
2347	0.2366723654
2348	0.2366658466
2349	0.2366614237
2350	0.2366589401
2351	0.2366538548
2352	0.2366415172
2353	0.236635402
2354	0.2366274438
2355	0.2366195427
2356	0.236612171
2357	0.2366040534
2358	0.2365957464
2359	0.2365861969
2360	0.2365774671
2361	0.2365710069
2362	0.2365638575
2363	0.2365537921
2364	0.2365471941
2365	0.2365416638
2366	0.2365343945
2367	0.2365306436
2368	0.2365237047
2369	0.2365175702
2370	0.236513592
2371	0.2365073249
2372	0.2364991856
2373	0.2364941983
2374	0.2364859967
2375	0.2364747862
2376	0.2364696394
2377	0.2364647948
2378	0.2364591508
2379	0.2364523164
2380	0.2364472961
2381	0.2364365417
2382	0.2364280564
2383	0.2364225121
2384	0.236410768
2385	0.2363990317
2386	0.2363865756
2387	0.2363783976
2388	0.2363701113
2389	0.2363646583
2390	0.23635662
2391	0.2363484145
2392	0.2363431851
2393	0.2363385879
2394	0.2363312945
2395	0.2363244292
2396	0.2363189039
2397	0.2363135957
2398	0.2363082224
2399	0.236301162
2400	0.2362945268
2401	0.2362913347
2402	0.2362835648
2403	0.2362758457
2404	0.2362696262
2405	0.2362653061
2406	0.2362567431
2407	0.2362463798
2408	0.2362320131
2409	0.2362266482
2410	0.2362170919
2411	0.2362107967
2412	0.2362055185
2413	0.2361972779
2414	0.2361858593
2415	0.2361794884
2416	0.2361743561
2417	0.2361719895
2418	0.2361602949
2419	0.2361549789
2420	0.2361506939
2421	0.2361445208
2422	0.2361357929
2423	0.2361245057
2424	0.2361165972
2425	0.2361088693
2426	0.2361017021
2427	0.2360997973
2428	0.2360954133
2429	0.2360887917
2430	0.2360852492
2431	0.2360741974
2432	0.2360670908
2433	0.2360564385
2434	0.236052537
2435	0.2360450679
2436	0.2360382095
2437	0.2360286337
2438	0.2360208155
2439	0.2360151807
2440	0.2360101748
2441	0.2360008852
2442	0.2359960059
2443	0.2359922123
2444	0.2359851115
2445	0.2359781329
2446	0.2359760565
2447	0.2359722975
2448	0.2359637737
2449	0.2359548712
2450	0.235942234
2451	0.2359370865
2452	0.2359303048
2453	0.2359215316
2454	0.2359165118
2455	0.2359117255
2456	0.235906682
2457	0.2358960284
2458	0.2358849175
2459	0.2358767095
2460	0.2358700209
2461	0.2358658371
2462	0.2358514858
2463	0.2358428807
2464	0.2358377588
2465	0.2358346124
2466	0.2358289518
2467	0.2358178785
2468	0.2358090036
2469	0.2358036906
2470	0.2357950771
2471	0.2357925218
2472	0.2357823765
2473	0.23577636
2474	0.2357751193
2475	0.2357671243
2476	0.2357639507
2477	0.2357560681
2478	0.2357501477
2479	0.2357434938
2480	0.2357378777
2481	0.2357305718
2482	0.2357240382
2483	0.2357175071
2484	0.2357086862
2485	0.2357035663
2486	0.235697399
2487	0.2356870765
2488	0.2356786925
2489	0.2356682293
2490	0.2356631098
2491	0.2356555964
2492	0.2356506276
2493	0.2356469951
2494	0.235643788
2495	0.2356374446
2496	0.2356280108
2497	0.2356187415
2498	0.2356103203
2499	0.2356024151
2500	0.2355951416
2501	0.235589746
2502	0.2355851997
2503	0.2355777269
2504	0.2355738032
2505	0.235562506
2506	0.2355586671
2507	0.2355517152
2508	0.2355456389
2509	0.2355404846
2510	0.2355289156
2511	0.2355210212
2512	0.235519616
2513	0.23551146
2514	0.2354992941
2515	0.2354885283
2516	0.2354793043
2517	0.235474218
2518	0.2354675483
2519	0.2354611591
2520	0.2354561765
2521	0.23545093
2522	0.2354424295
2523	0.2354326284
2524	0.235427339
2525	0.2354201554
2526	0.2354158392
2527	0.2354061949
2528	0.2354007249
2529	0.235395009
2530	0.2353891097
2531	0.2353771266
2532	0.2353684213
2533	0.2353626808
2534	0.2353526899
2535	0.2353396357
2536	0.2353338939
2537	0.2353269002
2538	0.2353216014
2539	0.2353161457
2540	0.2353121665
2541	0.2353066904
2542	0.2352989653
2543	0.2352918768
2544	0.2352829427
2545	0.2352703886
2546	0.2352657174
2547	0.2352573694
2548	0.2352508121
2549	0.2352427534
2550	0.2352385673
2551	0.2352307036
2552	0.2352229776
2553	0.235218094
2554	0.2352104854
2555	0.2352050004
2556	0.2351972463
2557	0.2351896274
2558	0.2351854103
2559	0.2351776929
2560	0.2351744611
2561	0.2351726092
2562	0.235167575
2563	0.2351653009
2564	0.2351620055
2565	0.2351575905
2566	0.2351474608
2567	0.2351429452
2568	0.2351367126
2569	0.2351330411
2570	0.2351299641
2571	0.2351212273
2572	0.2351158704
2573	0.2351074438
2574	0.2351030707
2575	0.2350962203
2576	0.2350884795
2577	0.235082562
2578	0.2350783819
2579	0.2350734108
2580	0.2350695234
2581	0.2350641908
2582	0.2350582151
2583	0.2350508173
2584	0.2350449094
2585	0.2350370605
2586	0.2350263385
2587	0.2350223212
2588	0.23501923
2589	0.2350178636
2590	0.2350104348
2591	0.2350005107
2592	0.2349970907
2593	0.2349852786
2594	0.2349822352
2595	0.2349773715
2596	0.234971496
2597	0.2349667656
2598	0.2349614462
2599	0.2349535232
2600	0.2349491168
2601	0.2349420882
2602	0.2349363835
2603	0.234928508
2604	0.2349251696
2605	0.2349188893
2606	0.2349122607
2607	0.2349035063
2608	0.2348950088
2609	0.2348866601
2610	0.2348784305
2611	0.2348744121
2612	0.2348697221
2613	0.2348663851
2614	0.2348586509
2615	0.2348528044
2616	0.2348473924
2617	0.2348416051
2618	0.2348360591
2619	0.2348290337
2620	0.2348213325
2621	0.2348174104
2622	0.2348116747
2623	0.2348036622
2624	0.2348010099
2625	0.2347933848
2626	0.2347898706
2627	0.2347843025
2628	0.2347760448
2629	0.2347706272
2630	0.2347652571
2631	0.2347601317
2632	0.2347504264
2633	0.2347423449
2634	0.2347368269
2635	0.2347291098
2636	0.234722049
2637	0.23471705
2638	0.2347095549
2639	0.234701941
2640	0.2346932979
2641	0.2346881701
2642	0.2346782363
2643	0.2346667933
2644	0.2346590977
2645	0.2346522316
2646	0.2346490036
2647	0.2346418924
2648	0.2346381049
2649	0.234631771
2650	0.2346264364
2651	0.2346211719
2652	0.2346184725
2653	0.2346153552
2654	0.2346129635
2655	0.2346063921
2656	0.2345999406
2657	0.2345967062
2658	0.2345877297
2659	0.2345825526
2660	0.2345779163
2661	0.2345714039
2662	0.2345667117
2663	0.2345603623
2664	0.2345553564
2665	0.2345494755
2666	0.2345455273
2667	0.2345416564
2668	0.2345327926
2669	0.2345309867
2670	0.2345241933
2671	0.23451966
2672	0.2345134383
2673	0.2345054635
2674	0.2345012027
2675	0.2344941121
2676	0.234490747
2677	0.2344894494
2678	0.2344846085
2679	0.2344778346
2680	0.2344669289
2681	0.2344554622
2682	0.2344510105
2683	0.2344424713
2684	0.2344345407
2685	0.2344309699
2686	0.2344238518
2687	0.2344202144
2688	0.2344137262
2689	0.2344062634
2690	0.2344024439
2691	0.234393465
2692	0.2343861102
2693	0.2343764435
2694	0.2343687057
2695	0.2343662474
2696	0.2343587372
2697	0.2343543489
2698	0.2343481058
2699	0.2343439773
2700	0.2343396062
2701	0.2343321435
2702	0.2343265044
2703	0.2343179962
2704	0.2343070482
2705	0.2342983406
2706	0.2342930569
2707	0.2342890307
2708	0.2342840926
2709	0.2342755306
2710	0.2342684193
2711	0.2342619366
2712	0.2342571176
2713	0.2342504767
2714	0.2342441322
2715	0.2342368551
2716	0.2342343441
2717	0.2342271496
2718	0.2342205539
2719	0.2342129427
2720	0.23420983
2721	0.2342005355
2722	0.2341950768
2723	0.234189466
2724	0.2341843912
2725	0.2341765328
2726	0.2341679362
2727	0.2341596205
2728	0.2341493392
2729	0.2341378325
2730	0.2341319006
2731	0.234129463
2732	0.2341213174
2733	0.2341146697
2734	0.2341102597
2735	0.2341004835
2736	0.2340970113
2737	0.2340901173
2738	0.2340870179
2739	0.2340808964
2740	0.2340758106
2741	0.2340698021
2742	0.234062588
2743	0.2340584106
2744	0.2340483204
2745	0.2340416787
2746	0.2340371171
2747	0.2340292718
2748	0.2340203238
2749	0.2340120553
2750	0.2340043929
2751	0.2340004012
2752	0.233992839
2753	0.2339859008
2754	0.233982081
2755	0.2339780986
2756	0.2339715233
2757	0.2339629588
2758	0.2339574794
2759	0.2339540586
2760	0.2339477324
2761	0.2339439446
2762	0.2339404976
2763	0.2339345153
2764	0.2339245272
2765	0.2339173718
2766	0.2339099064
2767	0.2339046571
2768	0.2338973779
2769	0.2338881133
2770	0.2338803131
2771	0.2338721129
2772	0.2338640701
2773	0.2338535378
2774	0.2338491625
2775	0.2338417666
2776	0.2338327237
2777	0.2338267987
2778	0.2338204226
2779	0.2338184844
2780	0.2338142349
2781	0.2338039757
2782	0.2337957715
2783	0.2337864932
2784	0.2337814078
2785	0.2337782949
2786	0.2337711352
2787	0.2337645017
2788	0.2337548759
2789	0.2337477549
2790	0.2337420516
2791	0.2337391011
2792	0.2337346121
2793	0.2337307559
2794	0.2337240023
2795	0.2337195706
2796	0.2337095228
2797	0.2337041727
2798	0.2336994626
2799	0.2336916523
2800	0.2336862153
2801	0.233680325
2802	0.2336756698
2803	0.2336687197
2804	0.2336629297
2805	0.2336583502
2806	0.2336537133
2807	0.2336425848
2808	0.2336357547
2809	0.2336319863
2810	0.2336258462
2811	0.2336202297
2812	0.2336136378
2813	0.2336096165
2814	0.2335992668
2815	0.2335932771
2816	0.2335871131
2817	0.2335843403
2818	0.2335785801
2819	0.2335727066
2820	0.2335653245
2821	0.2335601093
2822	0.2335567578
2823	0.2335518949
2824	0.2335447142
2825	0.2335396849
2826	0.2335360784
2827	0.2335308122
2828	0.2335173886
2829	0.2335095109
2830	0.2335034461
2831	0.2334996371
2832	0.233492835
2833	0.2334879413
2834	0.233483566
2835	0.2334745955
2836	0.233471136
2837	0.2334630213
2838	0.2334543542
2839	0.2334496742
2840	0.2334452884
2841	0.2334428645
2842	0.2334408468
2843	0.2334351863
2844	0.2334329048
2845	0.2334263249
2846	0.2334216044
2847	0.2334186031
2848	0.2334143265
2849	0.2334104027
2850	0.2334058607
2851	0.2333991503
2852	0.2333920442
2853	0.2333880282
2854	0.2333841063
2855	0.2333776072
2856	0.2333728023
2857	0.2333672648
2858	0.2333610013
2859	0.2333582333
2860	0.2333535436
2861	0.2333498654
2862	0.2333429729
2863	0.2333364672
2864	0.2333315149
2865	0.2333261577
2866	0.2333210787
2867	0.2333147318
2868	0.2333082962
2869	0.2332993254
2870	0.233293797
2871	0.2332887654
2872	0.233282151
2873	0.2332772336
2874	0.2332703651
2875	0.233263786
2876	0.2332597159
2877	0.2332529643
2878	0.2332474676
2879	0.2332430256
2880	0.233236167
2881	0.2332329932
2882	0.2332251915
2883	0.233219533
2884	0.2332173148
2885	0.2332069154
2886	0.2332022714
2887	0.2331932019
2888	0.2331890044
2889	0.2331825839
2890	0.2331775677
2891	0.2331733294
2892	0.2331706396
2893	0.2331661012
2894	0.233161491
2895	0.2331565018
2896	0.2331511023
2897	0.2331446215
2898	0.2331380585
2899	0.233129249
2900	0.2331220522
2901	0.2331183166
2902	0.2331108244
2903	0.2331005438
2904	0.2330927141
2905	0.23308965
2906	0.2330858501
2907	0.2330814172
2908	0.2330764452
2909	0.2330727787
2910	0.2330668296
2911	0.2330604473
2912	0.2330542184
2913	0.2330466837
2914	0.2330397704
2915	0.2330326257
2916	0.2330311473
2917	0.2330255782
2918	0.2330210926
2919	0.2330166655
2920	0.233012646
2921	0.2330053137
2922	0.2329978648
2923	0.232995352
2924	0.2329899265
2925	0.2329828097
