iter	Logloss
407	0.2617136923
408	0.2616800829
409	0.2616688756
410	0.2616380157
411	0.2616130141
412	0.2615929418
413	0.2615443124
414	0.2615062569
415	0.2614619918
416	0.2614255668
417	0.2614016473
418	0.2613740379
419	0.2613432221
420	0.2613079902
421	0.2612775887
422	0.2612495243
423	0.2612241038
424	0.2611913778
425	0.2611477948
426	0.2611165235
427	0.2611001567
428	0.2610586945
429	0.2610401553
430	0.2610026869
431	0.2609641239
432	0.2609177512
433	0.2608956251
434	0.2608528483
435	0.2608287776
436	0.2608053316
437	0.2607672094
438	0.2607369155
439	0.2607172826
440	0.2606903955
441	0.2606624936
442	0.260617724
443	0.2605837498
444	0.2605513062
445	0.260535723
446	0.2604700316
447	0.2604550972
448	0.2604350676
449	0.2603482562
450	0.2603280198
451	0.2603029693
452	0.2602416227
453	0.2602090839
454	0.2601804602
455	0.2601435292
456	0.2601233066
457	0.2600993957
458	0.2600677166
459	0.2600423766
460	0.2600199425
461	0.2599841276
462	0.2599098448
463	0.2598838936
464	0.2598626015
465	0.2598230773
466	0.2598087419
467	0.2597753997
468	0.2597568314
469	0.2596830902
470	0.2596432662
471	0.2596164703
472	0.2595961706
473	0.2595207593
474	0.2594767111
475	0.2593965973
476	0.2593728894
477	0.2593028208
478	0.2592677566
479	0.2592075082
480	0.2591670723
481	0.2591251002
482	0.2590679967
483	0.259026883
484	0.258990895
485	0.2589762009
486	0.2589471461
487	0.2589140659
488	0.2588901949
489	0.2588384292
490	0.2588179121
491	0.2587801035
492	0.2587616098
493	0.2587391727
494	0.2586954938
495	0.258674922
496	0.2586500438
497	0.2585955804
498	0.2585752097
499	0.2585518896
500	0.2585080636
501	0.2584831372
502	0.258464951
503	0.2584297283
504	0.2584081755
505	0.2583678971
506	0.2583397637
507	0.258307631
508	0.2582661179
509	0.2582007381
510	0.2581686267
511	0.2581278339
512	0.2581100046
513	0.2580732623
514	0.2580576641
515	0.258046173
516	0.2580135537
517	0.2579877385
518	0.2579860082
519	0.2579629015
520	0.2579378612
521	0.2579045695
522	0.257872926
523	0.2578569754
524	0.2578449937
525	0.2578290297
526	0.2578068385
527	0.2577881021
528	0.2577684692
529	0.2577587242
530	0.2577181571
531	0.2576976873
532	0.2576769189
533	0.257657319
534	0.2576198837
535	0.2575976619
536	0.2575734282
537	0.2575581067
538	0.2575235939
539	0.2575157814
540	0.2574957234
541	0.2574666697
542	0.2574484108
543	0.2574188731
544	0.2573877024
545	0.2573538709
546	0.2573276566
547	0.2572971487
548	0.2572756438
549	0.2572558782
550	0.2572353636
551	0.2572123468
552	0.2571849898
553	0.2571484863
554	0.2571269934
555	0.2570975189
556	0.2570756649
557	0.2570574539
558	0.2570192556
559	0.2570055333
560	0.2569787425
561	0.2569637305
562	0.2569399789
563	0.2569057552
564	0.256877557
565	0.2568525398
566	0.2568121512
567	0.2568017302
568	0.2567864238
569	0.2567379738
570	0.2567042022
571	0.2566809063
572	0.2566621077
573	0.2566044782
574	0.2565918058
575	0.2565636126
576	0.2565428658
577	0.2565288676
578	0.256502898
579	0.256487385
580	0.256480787
581	0.2564457687
582	0.256437573
583	0.2564250616
584	0.2564041532
585	0.2563794061
586	0.2563370822
587	0.2563101911
588	0.2562994302
589	0.2562731806
590	0.2562567786
591	0.2562299331
592	0.2562006097
593	0.2561782614
594	0.256155972
595	0.2561377727
596	0.2561051277
597	0.2560511206
598	0.2560272298
599	0.256012985
600	0.2559979378
601	0.2559861741
602	0.2559563644
603	0.2559303918
604	0.2559105079
605	0.2558806583
606	0.2558529596
607	0.2558264012
608	0.2558105925
609	0.2557825041
610	0.2557614273
611	0.2557308662
612	0.2557185295
613	0.2556913534
614	0.2556479045
615	0.255628035
616	0.2556156794
617	0.2555900907
618	0.2555687861
619	0.2555521264
620	0.2555104784
621	0.2554982549
622	0.2554886676
623	0.2554666835
624	0.2554393286
625	0.2554119117
626	0.2554024141
627	0.2553877445
628	0.2553770806
629	0.2553564397
630	0.2553382303
631	0.2553177163
632	0.2553050576
633	0.2552892029
634	0.2552747467
635	0.2552153537
636	0.2552054402
637	0.2551932992
638	0.2551775204
639	0.2551529315
640	0.2551421568
641	0.2551337391
642	0.2551186641
643	0.2550980805
644	0.2550675034
645	0.2550503334
646	0.2550339331
647	0.2550165127
648	0.2550067704
649	0.2549799062
650	0.2549559939
651	0.2549470692
652	0.2549333722
653	0.2549166065
654	0.2549042295
655	0.2548620087
656	0.2548388004
657	0.2548147413
658	0.2547915259
659	0.2547451216
660	0.254725464
661	0.254678154
662	0.2546366277
663	0.2546083663
664	0.2545881771
665	0.2545679105
666	0.2545406632
667	0.2545172503
668	0.2544930994
669	0.2544782466
670	0.2544413729
671	0.2544295756
672	0.2543916601
673	0.2543537217
674	0.2543336973
675	0.2542883246
676	0.2542720532
677	0.2542472461
678	0.2542285974
679	0.2542061259
680	0.2541771319
681	0.2541475585
682	0.254134631
683	0.2541164841
684	0.2541062126
685	0.2540962206
686	0.2540750482
687	0.2540641672
688	0.2540568363
689	0.254036996
690	0.2540220493
691	0.253997842
692	0.2539778093
693	0.2539581369
694	0.2539348902
695	0.2538929777
696	0.253871238
697	0.2538600907
698	0.2538504935
699	0.253838268
700	0.2538247673
701	0.2538097394
702	0.2537972396
703	0.2537761167
704	0.2537580297
705	0.2537327174
706	0.2537094992
707	0.2536902012
708	0.2536687319
709	0.2536463685
710	0.2536272647
711	0.2535920208
712	0.2535707153
713	0.2535448669
714	0.2535125804
715	0.2534936429
716	0.2534826823
717	0.2534713215
718	0.2534541739
719	0.2534372446
720	0.2534094891
721	0.2533878507
722	0.2533751369
723	0.2533639713
724	0.2533410719
725	0.2533155184
726	0.2533047232
727	0.2532883664
728	0.253266227
729	0.2532515085
730	0.2532258311
731	0.2532134298
732	0.2531979542
733	0.2531846608
734	0.2531566827
735	0.2531416016
736	0.2531277552
737	0.2531036851
738	0.2530783247
739	0.2530649462
740	0.2530456079
741	0.2530275509
742	0.2530100752
743	0.2529954016
744	0.2529743655
745	0.2529544104
746	0.2529273778
747	0.2528899949
748	0.2528722586
749	0.2528460501
750	0.2528193667
751	0.2528087803
752	0.2527995682
753	0.252773015
754	0.2527581985
755	0.2527483385
756	0.2527269688
757	0.2527087051
758	0.2526892894
759	0.2526691881
760	0.2526502068
761	0.2526393
762	0.252623817
763	0.2526118383
764	0.2525847327
765	0.2525669854
766	0.2525507526
767	0.2525125368
768	0.2525008864
769	0.252487952
770	0.252464261
771	0.2524536478
772	0.252431967
773	0.2524234133
774	0.252400612
775	0.252389271
776	0.2523797112
777	0.2523693058
778	0.2523603275
779	0.2523482048
780	0.2523271566
781	0.2523046561
782	0.2522923503
783	0.252258774
784	0.2522502422
785	0.2522335276
786	0.2522218335
787	0.2522153084
788	0.2522014363
789	0.2521632915
790	0.2521459934
791	0.2521305981
792	0.252115114
793	0.2520970779
794	0.2520827459
795	0.2520698591
796	0.2520572721
797	0.2520414351
798	0.2520268917
799	0.2520102631
800	0.2519872753
801	0.2519718886
802	0.2519642723
803	0.251952515
804	0.2519332529
805	0.2519193175
806	0.2518876039
807	0.2518619211
808	0.2518436235
809	0.2518320241
810	0.251816064
811	0.2517855821
812	0.2517616505
813	0.2517404287
814	0.2517288809
815	0.2517149745
816	0.2516954126
817	0.2516805314
818	0.2516672111
819	0.251654003
820	0.2516472605
821	0.2516296461
822	0.2516158947
823	0.2515939535
824	0.2515816275
825	0.251553523
826	0.2515199094
827	0.2515007581
828	0.2514721773
829	0.2514559689
830	0.2514278788
831	0.2514051617
832	0.2513813861
833	0.2513572725
834	0.2513281098
835	0.251316557
836	0.2513052399
837	0.251292545
838	0.2512732011
839	0.2512554316
840	0.2512273044
841	0.2512115313
842	0.2511975409
843	0.2511790758
844	0.2511594465
845	0.251142319
846	0.2511128111
847	0.2510992499
848	0.2510880287
849	0.2510640469
850	0.2510376264
851	0.2510298056
852	0.2510123592
853	0.2510024862
854	0.250977702
855	0.2509652796
856	0.2509517459
857	0.2509218176
858	0.2509064767
859	0.2508863495
860	0.2508633761
861	0.2508425644
862	0.2508284228
863	0.2508066451
864	0.2507912271
865	0.2507751491
866	0.2507633929
867	0.2507507429
868	0.2507335494
869	0.2507214358
870	0.2507071522
871	0.2506882917
872	0.2506739008
873	0.2506536003
874	0.2506360238
875	0.2506124089
876	0.2505965388
877	0.2505820199
878	0.2505699347
879	0.2505463065
880	0.250536233
881	0.2505259193
882	0.2505049384
883	0.2504940379
884	0.2504676255
885	0.2504566845
886	0.2504447089
887	0.2504323064
888	0.2504201373
889	0.2504028906
890	0.2503860262
891	0.2503536042
892	0.2503349208
893	0.2503182698
894	0.2503033648
895	0.2502932017
896	0.250278324
897	0.250262915
898	0.2502439715
899	0.2502199586
900	0.2502003326
901	0.2501781758
902	0.250166288
903	0.250155258
904	0.2501367871
905	0.2501265138
906	0.2501157533
907	0.2500968179
908	0.2500688523
909	0.2500564217
910	0.2500387302
911	0.2500305521
912	0.2500173635
913	0.2500041795
914	0.2499943248
915	0.2499814292
916	0.2499687031
917	0.2499444986
918	0.2499250104
919	0.2499067928
920	0.2498885511
921	0.2498744433
922	0.2498542627
923	0.2498286961
924	0.2498080818
925	0.2497939528
926	0.2497761529
927	0.249755667
928	0.2497406379
929	0.249723865
930	0.249707762
931	0.2496919811
932	0.2496715418
933	0.2496586907
934	0.2496435504
935	0.2496218923
936	0.2496089931
937	0.2495941676
938	0.2495755825
939	0.2495596788
940	0.2495460982
941	0.2495327597
942	0.2495214699
943	0.2494974968
944	0.2494853458
945	0.2494741161
946	0.2494644916
947	0.2494505259
948	0.2494341462
949	0.2494179306
950	0.2494056477
951	0.2493934933
952	0.2493767858
953	0.2493648079
954	0.2493460048
955	0.2493338514
956	0.2493255409
957	0.24931455
958	0.2493003671
959	0.2492875562
960	0.2492604149
961	0.2492511409
962	0.2492390528
963	0.2492238337
964	0.2492099804
965	0.249192037
966	0.2491840376
967	0.2491580022
968	0.2491452783
969	0.2491297684
970	0.249113445
971	0.2490920615
972	0.2490805584
973	0.249063329
974	0.2490505827
975	0.249025733
976	0.2490106984
977	0.2489906353
978	0.2489753082
979	0.2489567087
980	0.2489431264
981	0.2489234953
982	0.2489098488
983	0.2488919275
984	0.248885483
985	0.2488692292
986	0.2488533864
987	0.2488363512
988	0.2488115166
989	0.2488064301
990	0.2487966435
991	0.2487835424
992	0.2487753088
993	0.2487632667
994	0.2487499703
995	0.2487388498
996	0.248717441
997	0.2486999775
998	0.2486872146
999	0.2486762381
1000	0.2486654997
1001	0.2486481932
1002	0.2486336317
1003	0.2486207797
1004	0.2486054888
1005	0.2485873829
1006	0.2485711436
1007	0.2485611872
1008	0.2485511697
1009	0.2485381597
1010	0.2485216234
1011	0.2485069459
1012	0.2484891677
1013	0.2484828314
1014	0.2484688161
1015	0.2484594071
1016	0.2484471567
1017	0.2484354418
1018	0.2484190368
1019	0.2484065534
1020	0.2483981527
1021	0.2483881252
1022	0.2483784144
1023	0.2483593804
1024	0.2483387049
1025	0.2483242207
1026	0.2483142694
1027	0.248290363
1028	0.2482757362
1029	0.2482609274
1030	0.2482513659
1031	0.2482403208
1032	0.2482227934
1033	0.2482070384
1034	0.2481870105
1035	0.2481735976
1036	0.2481586163
1037	0.2481477907
1038	0.2481325294
1039	0.2481216093
1040	0.2481102767
1041	0.2480964061
1042	0.2480855705
1043	0.2480697558
1044	0.2480603739
1045	0.2480471005
1046	0.2480342212
1047	0.2480184372
1048	0.2480063344
1049	0.2479986756
1050	0.2479907822
1051	0.247975162
1052	0.2479677783
1053	0.2479508378
1054	0.2479444089
1055	0.24793241
1056	0.2479142642
1057	0.2479006778
1058	0.2478865485
1059	0.2478719994
1060	0.2478628617
1061	0.2478557795
1062	0.2478409248
1063	0.2478352119
1064	0.2478234194
1065	0.2478138447
1066	0.2478015758
1067	0.2477892151
1068	0.2477797111
1069	0.2477700681
1070	0.247761033
1071	0.2477542475
1072	0.2477310239
1073	0.2477216824
1074	0.2477122811
1075	0.2477027964
1076	0.2476929589
1077	0.2476814376
1078	0.2476725103
1079	0.2476580395
1080	0.2476460361
1081	0.2476338781
1082	0.247624894
1083	0.2476161612
1084	0.2476094692
1085	0.2475977991
1086	0.2475832569
1087	0.2475670328
1088	0.2475533238
1089	0.2475349538
1090	0.2475188012
1091	0.2475072598
1092	0.2474928092
1093	0.2474779378
1094	0.2474677907
1095	0.2474573789
1096	0.2474466214
1097	0.2474329719
1098	0.2474237389
1099	0.2474127574
1100	0.2474059171
1101	0.2473929963
1102	0.2473765357
1103	0.2473649079
1104	0.247344469
1105	0.2473321314
1106	0.2473170794
1107	0.2473034024
1108	0.2472856322
1109	0.2472712408
1110	0.2472653711
1111	0.2472541864
1112	0.2472412633
1113	0.247226191
1114	0.2472101718
1115	0.2471966143
1116	0.2471840017
1117	0.2471637326
1118	0.2471515587
1119	0.2471448291
1120	0.2471307421
1121	0.2471220428
1122	0.2471082817
1123	0.2470982257
1124	0.2470875396
1125	0.2470782813
1126	0.247067847
1127	0.2470531013
1128	0.2470362501
1129	0.2470191386
1130	0.2469964616
1131	0.2469667949
1132	0.2469549348
1133	0.2469320166
1134	0.2469243758
1135	0.2469126089
1136	0.2468910599
1137	0.2468795385
1138	0.2468662416
1139	0.2468545538
1140	0.2468424842
1141	0.2468320918
1142	0.2468127421
1143	0.2468034676
1144	0.2467949714
1145	0.2467829614
1146	0.2467727531
1147	0.2467634728
1148	0.2467482466
1149	0.2467280687
1150	0.2467191276
1151	0.2467084169
1152	0.2466953499
1153	0.2466757806
1154	0.2466568685
1155	0.246647444
1156	0.2466378523
1157	0.2466232828
1158	0.2466078358
1159	0.2465920984
1160	0.2465839005
1161	0.2465673349
1162	0.2465546173
1163	0.2465422494
1164	0.2465263323
1165	0.2465142155
1166	0.2465046739
1167	0.2464930945
1168	0.2464830416
1169	0.2464652308
1170	0.2464531313
1171	0.2464330464
1172	0.2464214321
1173	0.2464055164
1174	0.2463906691
1175	0.2463787846
1176	0.2463656819
1177	0.2463553783
1178	0.2463469496
1179	0.2463389685
1180	0.2463329722
1181	0.2463170852
1182	0.2463032909
1183	0.2462957929
1184	0.2462825608
1185	0.2462709509
1186	0.2462661342
1187	0.2462543711
1188	0.2462456208
1189	0.246234436
1190	0.2462196648
1191	0.246205497
1192	0.2461970094
1193	0.2461907076
1194	0.2461839857
1195	0.2461764515
1196	0.246165179
1197	0.2461520191
1198	0.2461389098
1199	0.2461262196
1200	0.2461173136
1201	0.2461071889
1202	0.2460940137
1203	0.2460831821
1204	0.2460714536
1205	0.2460549457
1206	0.2460443048
1207	0.2460377835
1208	0.2460258411
1209	0.2460130126
1210	0.245997333
1211	0.245989402
1212	0.2459830569
1213	0.2459767614
1214	0.2459666284
1215	0.2459603684
1216	0.2459453668
1217	0.2459358537
1218	0.2459273414
1219	0.2459166554
1220	0.2459038324
1221	0.2458928937
1222	0.2458803841
1223	0.2458725914
1224	0.2458668789
1225	0.245858163
1226	0.2458508313
1227	0.2458436246
1228	0.2458299473
1229	0.2458153149
1230	0.2458020139
1231	0.2457954583
1232	0.2457848772
1233	0.2457671379
1234	0.2457542732
1235	0.2457482887
1236	0.2457433368
1237	0.2457358831
1238	0.2457231526
1239	0.2457162086
1240	0.245707266
1241	0.2456916763
1242	0.2456804502
1243	0.2456699527
1244	0.2456625932
1245	0.2456538831
1246	0.2456419265
1247	0.2456320015
1248	0.24562074
1249	0.245606369
1250	0.2455994301
1251	0.2455835317
1252	0.2455738149
1253	0.2455614442
1254	0.2455454598
1255	0.2455278352
1256	0.2455194876
1257	0.2455077925
1258	0.2454989347
1259	0.2454910762
1260	0.245479831
1261	0.2454661216
1262	0.2454490628
1263	0.2454368587
1264	0.2454240693
1265	0.2454174547
1266	0.2454062707
1267	0.2453937401
1268	0.2453852059
1269	0.2453741018
1270	0.2453603855
1271	0.2453512099
1272	0.2453342785
1273	0.245328394
1274	0.2453212617
1275	0.2453153413
1276	0.2453081133
1277	0.2452979407
1278	0.2452876238
1279	0.245274878
1280	0.2452655226
1281	0.2452505813
1282	0.2452360759
1283	0.2452265868
1284	0.2452155501
1285	0.2452024022
1286	0.2451906428
1287	0.2451831705
1288	0.2451729994
1289	0.2451612194
1290	0.2451515302
1291	0.2451447489
1292	0.2451397212
1293	0.2451267899
1294	0.245113159
1295	0.2451027482
1296	0.245086853
1297	0.2450743957
1298	0.2450677032
1299	0.245056355
1300	0.2450477087
1301	0.2450410432
1302	0.2450302966
1303	0.2450217843
1304	0.2450084551
1305	0.2449953017
1306	0.2449860888
1307	0.2449766141
1308	0.2449682636
1309	0.2449562634
1310	0.2449468295
1311	0.244936675
1312	0.2449290035
1313	0.2449194768
1314	0.2449097784
1315	0.2448990816
1316	0.2448838694
1317	0.2448789506
1318	0.2448705811
1319	0.2448556082
1320	0.2448430491
1321	0.2448283108
1322	0.2448189342
1323	0.2448098614
1324	0.2447990899
1325	0.2447871323
1326	0.2447775539
1327	0.2447715849
1328	0.2447594463
1329	0.2447532164
1330	0.2447381285
1331	0.244730718
1332	0.2447258624
1333	0.2447177099
1334	0.2447070861
1335	0.2446998454
1336	0.2446884599
1337	0.2446794047
1338	0.2446687396
1339	0.2446575735
1340	0.244643437
1341	0.2446388109
1342	0.2446190941
1343	0.2446112345
1344	0.244601611
1345	0.2445940314
1346	0.2445803776
1347	0.2445716084
1348	0.2445635725
1349	0.2445527262
1350	0.244542056
1351	0.2445366032
1352	0.2445219736
1353	0.2445114433
1354	0.2445004519
1355	0.244491043
1356	0.2444807056
1357	0.2444678405
1358	0.244455596
1359	0.2444490159
1360	0.2444369069
1361	0.2444288146
1362	0.2444223447
1363	0.2444120241
1364	0.2444029613
1365	0.2443934152
1366	0.2443827043
1367	0.2443735628
1368	0.2443603391
1369	0.244356111
1370	0.2443485295
1371	0.2443405996
1372	0.2443251472
1373	0.2443158407
1374	0.2443069391
1375	0.2442975715
1376	0.2442900812
1377	0.244270362
1378	0.2442573485
1379	0.2442471375
1380	0.2442366943
1381	0.2442297293
1382	0.244221421
1383	0.2442149051
1384	0.2442044637
1385	0.2441982402
1386	0.2441841168
1387	0.2441704708
1388	0.2441601217
1389	0.2441499653
1390	0.2441438347
1391	0.244131068
1392	0.2441225604
1393	0.2441159242
1394	0.2441018632
1395	0.2440913812
1396	0.2440811535
1397	0.244076544
1398	0.244065604
1399	0.2440560307
1400	0.2440463914
1401	0.2440420794
1402	0.2440375724
1403	0.2440312667
1404	0.2440128357
1405	0.2440032053
1406	0.2439946939
1407	0.243986666
1408	0.2439747155
1409	0.243963463
1410	0.2439523708
1411	0.2439428699
1412	0.2439373916
1413	0.2439234501
1414	0.2439165588
1415	0.2439054914
1416	0.2438995529
1417	0.2438889484
1418	0.243880776
1419	0.2438703365
1420	0.2438627081
1421	0.2438554669
1422	0.2438496804
1423	0.2438413961
1424	0.2438302966
1425	0.243823863
1426	0.2438071987
1427	0.2437973576
1428	0.2437873292
1429	0.2437765217
1430	0.2437680577
1431	0.243758988
1432	0.2437493683
1433	0.2437405781
1434	0.2437331616
1435	0.2437249933
1436	0.2437185752
1437	0.243703979
1438	0.2436949215
1439	0.2436886991
1440	0.2436819542
1441	0.2436764395
1442	0.2436713157
1443	0.2436643176
1444	0.2436552608
1445	0.2436386923
1446	0.2436260671
1447	0.2436210088
1448	0.243612581
1449	0.2436044791
1450	0.2435949857
1451	0.2435863623
1452	0.2435803806
1453	0.2435725771
1454	0.2435685878
1455	0.2435630577
1456	0.243557792
1457	0.2435498378
1458	0.2435421978
1459	0.2435343857
1460	0.243530909
1461	0.2435186978
1462	0.2434989492
1463	0.2434895552
1464	0.2434769374
1465	0.2434704752
1466	0.243463821
1467	0.2434457977
1468	0.2434374939
1469	0.2434345966
1470	0.2434295288
1471	0.2434197015
1472	0.2434157126
1473	0.2433999102
1474	0.2433902927
1475	0.2433822529
1476	0.2433736558
1477	0.2433655899
1478	0.2433586723
1479	0.2433466896
1480	0.2433348115
1481	0.2433278558
1482	0.2433207859
1483	0.2433116701
1484	0.2433049264
1485	0.2432912021
1486	0.2432839273
1487	0.2432781519
1488	0.243270762
1489	0.2432577452
1490	0.2432517316
1491	0.2432368321
1492	0.2432273201
1493	0.2432162066
1494	0.2432082881
1495	0.2431995522
1496	0.2431880121
1497	0.2431776345
1498	0.2431586711
1499	0.2431452085
1500	0.2431364723
1501	0.2431284744
1502	0.2431140793
1503	0.2431053929
1504	0.2430914656
1505	0.2430853688
1506	0.2430754803
1507	0.2430628686
1508	0.2430528612
1509	0.2430453912
1510	0.2430399236
1511	0.2430276642
